song_id|track_num|song_name|topic|theme|lyrics
327|18.0|Heigh Ho Halloweens Here||Stories & Rhymes|
335|26.0|A Smooth Rd to London Town||Stories & Rhymes|
336|27.0|Tall Trees||Stories & Rhymes|
363|24.0|Thanks A Lot|thanks best version|Stories & Rhymes|
413|1.0|It's a Beautiful Day / C’est une belle journée||Stories & Rhymes|
423|14.0|You Can Shake||Stories & Rhymes|
428|20.0|Dans la forȇt lointaine||Stories & Rhymes|
432|18 |Button it Up / J’ai des mitaines|clothes|Stories & Rhymes|
436|3.0|Raise Up Your Tiny Windows (Miss Sue)||Stories & Rhymes|
437|4.0|Paw Paw Patch||Stories & Rhymes|
438|5.0|Hunt The Cows||Stories & Rhymes|
439|6.0|Little Johnny Brown||Stories & Rhymes|
440|7.0|Soloman Levi||Stories & Rhymes|
441|8.0|Jenny Jones||Stories & Rhymes|
442|9.0|Sasha||Stories & Rhymes|
443|10.0|Princess||Stories & Rhymes|
445|12.0|Way Down Yonder in the Brickyard||Stories & Rhymes|
449|16.0|Chee chee chaw||Stories & Rhymes|
450|17.0|Old Roger||Stories & Rhymes|
451|18.0|Going to Boston||Stories & Rhymes|
455|1.0|The Most Glorious Day||Stories & Rhymes|
456|2.0|I Like to Rise||Stories & Rhymes|
459|5.0|Jack's House||Stories & Rhymes|
466|12.0|Raise Up Your Tiny Windows||Stories & Rhymes|
469|15.0|Snowflakes||Stories & Rhymes|
472|18.0|Heigh Ho Halloweens Here||Stories & Rhymes|
475|21.0|What will we Do|bess|Stories & Rhymes|
479|1.0|It's a Beautiful Day / C’est une belle journée||Stories & Rhymes|
485|8.0|Jean Petit qui danse||Stories & Rhymes|
489|14.0|You Can Shake||Stories & Rhymes|
494|20.0|Dans la forȇt lointaine||Stories & Rhymes|
497|13 |Michaud||Stories & Rhymes|
498|18 |Button it Up / J’ai des mitaines||Stories & Rhymes|
500|1.0|The Most Glorious Day||Stories & Rhymes|
501|2.0|I Like to Rise||Stories & Rhymes|
504|5.0|Jack's House||Stories & Rhymes|
511|12.0|Raise Up Your Tiny Windows||Stories & Rhymes|
514|15.0|Snowflakes||Stories & Rhymes|
517|18.0|Heigh Ho Halloweens Here||Stories & Rhymes|
519|20.0|Keeper of the Bees||Stories & Rhymes|
520|21.0|What will we Do||Stories & Rhymes|
529||Savez-vous planter des choux?||Stories & Rhymes|
533||Le jardin||Stories & Rhymes|
535||Trotte, trotte||Stories & Rhymes|
536||La laine des moutons||Stories & Rhymes|
538||Pomme de reinette||Stories & Rhymes|
539||J'enroule||Stories & Rhymes|
540||Tape tape tape||Stories & Rhymes|
541||Faire de la gomme||Stories & Rhymes|
542||Le chien dans l'ecole||Stories & Rhymes|
543||Petit poisson||Stories & Rhymes|
547||Doigts colles||Stories & Rhymes|
549||Tout la-haut||Stories & Rhymes|
550||Michaud||Stories & Rhymes|
557||Jean Petit qui danse||Stories & Rhymes|
558||Le chien de ma tante||Stories & Rhymes|
45|9.0|Little Brass Wagon||Transportation|
90|18.0|Morningtown Ride|Transportation|Transportation|
313|4.0|Motorcycle Ride|Transportation|Transportation|
318|9.0|The Train Wheels are Rolling||Transportation|
366|3.0|Motorcycle Ride|vehicles|Transportation|
367|4.0|Let's Take a Ride in the Country|vehicles|Transportation|
458|4.0|Motorcycle Ride||Transportation|
463|9.0|The Train Wheels are Rolling||Transportation|
503|4.0|Motorcycle Ride||Transportation|
508|9.0|The Train Wheels are Rolling||Transportation|
117|10.0|Sailing Sailing Over the Ocean|Transportation|Transportation, Water & Sea|
143|9.0|Come Row The Boat |Transportation|Transportation, Water & Sea|
234|6.0|Sailing Sailing Over the Ocean|Transportation & Water|Transportation, Water & Sea|
245|17.0|This is the Boat|Transportation & Water|Transportation, Water & Sea|
172|19.0|Here is the Boat|boats|Water & Sea|
173|20.0|There was a Little Boat|boats|Water & Sea|
200|22.0|Here is the Sea|boats|Water & Sea|
371|8.0|Swimming, Swimming  in the Swimming Pool|swimming|Water & Sea|
446|13.0|We're floating down the river||Water & Sea|
530||Nage, nage, nage||Water & Sea|
